name,price_level,rating,types,user_ratings_total,lat,lng,closest_metro,closest_metro_km,Quantity of nearest museum,Quantity of nearest art_gallery,Quantity of nearest shopping_mall,Quantity of nearest places_tourist_attraction,Quantity of nearest same establishment,opportunity_take_away,"distance_to_center, km",result
Shaverma Na Uglyakh,,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",91.0,59.9496064,30.4668588,['Ладожская'],2.449713031622041,0,0,10,2,19,0,8.14298560523701,427.7
Sushi Omi,,3.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",6.0,59.9484875,30.48992070000001,['Ладожская'],3.3389798019268806,0,0,14,0,24,0,9.38525918508637,21.0
Desyatka,1.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",254.0,59.9555353,30.296562,['Спортивная-1'],0.484174584292332,28,17,11,24,92,0,2.8427706894402385,1143.0
Kvareli,2.0,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",171.0,59.95500010000001,30.304444399999994,['Спортивная-1'],0.8027895843154159,39,15,6,52,102,0,2.573281877960419,786.5999999999999
Ooo Niko Pirosmani,,4.5,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",471.0,59.9546235,30.2933541,['Спортивная-1'],0.3056939569033954,27,15,11,22,74,0,2.8635674327136664,2119.5
Zhelaniya,2.0,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",310.0,59.95039699999999,30.297612,['Спортивная-1'],0.3987719581239759,35,14,2,38,64,0,2.3469630438163955,1302.0
Chaykhana Vostok,1.0,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",311.0,59.955411,30.3023599,['Спортивная-1'],0.7204093366079435,30,15,8,40,104,0,2.6665051237337036,1337.3
Pio Nero,,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",269.0,59.95573470000001,30.2954483,['Спортивная-1'],0.4683940320243046,26,17,13,22,89,0,2.895757705434743,1264.3
Mantra Bar,2.0,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",195.0,59.9560204,30.3142749,['Горьковская'],0.2508637320545584,56,18,5,73,91,0,2.4968604800318333,916.5
Otmennaya Pel'mennaya,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",464.0,59.9557458,30.3074453,['Горьковская'],0.6334589015978215,43,15,6,57,113,0,2.581985353946764,2088.0
Kroytsberg Kebab,2.0,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",307.0,59.95550499999999,30.308129,['Горьковская'],0.5989612885684606,48,15,5,62,111,0,2.5431015123165177,1289.4
PITA'S Кронверкский 23,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",751.0,59.9569266,30.318351700000008,['Горьковская'],0.070391746955606,47,18,5,68,84,0,2.5549948971407797,3379.5
Greenbox,2.0,4.8,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",22.0,59.95701500000001,30.317711,['Горьковская'],0.09564202322297488,46,18,5,68,86,0,2.5697644738515133,105.6
Shaverma,,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",72.0,59.9575343,30.3100122,['Горьковская'],0.5051118864865959,28,15,5,46,112,0,2.7222699120618983,295.2
Fresh Point,2.0,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",16.0,59.95868929999999,30.3328436,['Горьковская'],0.8317693304579079,12,14,4,22,57,0,2.7684761666975954,70.4
Subway,2.0,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",268.0,59.957992,30.32916,['Горьковская'],0.6120130673044131,11,18,2,31,72,0,2.663816683046478,1179.2
Ryzhiy Kot,1.0,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",264.0,59.9575139,30.32823890000001,['Горьковская'],0.5479283641110243,15,18,2,37,73,0,2.60613550874738,1161.6000000000001
Burger King,2.0,3.9,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",2081.0,59.9581843,30.35478130000001,['Площадь Ленина'],0.2817588192864548,6,4,10,7,35,0,3.1644150694182054,8115.9
Deda Khinkali Na Finlyandskom,2.0,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",578.0,59.95837419999999,30.3438788,['Площадь Ленина'],0.736559133440965,4,8,4,10,48,0,2.903924497380592,2658.7999999999997
Seven beauties,2.0,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",59.0,59.95470299999999,30.4696079,['Ладожская'],2.9981860822478508,0,1,6,0,14,0,8.428519385219985,247.8
Pobo,2.0,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",141.0,59.9641032,30.2859747,['Чкаловская'],0.4783241595798666,11,3,15,15,61,0,3.9654620579874,606.3
Hookah Craft,,4.6,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",383.0,59.96083639999999,30.3003064,['Чкаловская'],0.4665795585490474,25,11,18,29,121,0,3.2602057882073914,1761.8
HOOKAH BOX Aviator,,4.7,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",279.0,59.95944309999999,30.3042803,['Чкаловская'],0.7105639369072478,27,13,8,38,131,0,3.0301071426115525,1311.3
Fresh Point,,5.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,59.967526,30.288082,['Чкаловская'],0.7549854433387676,12,9,6,19,50,0,4.2329917621112365,10.0
Shaverma Ot Shera,,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",106.0,59.9673931,30.301629100000003,['Петроградская'],0.5572255139754416,31,6,4,45,100,0,3.9120251489925244,498.20000000000005
Пельменная №1,2.0,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",688.0,59.96807099999999,30.31581499999999,['Петроградская'],0.30322985074046954,34,15,2,46,91,0,3.8044975023736356,2958.4
Kafe Bar Dubay,2.0,4.2,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",407.0,59.96618769999999,30.3132145,['Петроградская'],0.10424764098883528,24,17,4,41,110,0,3.6188523528840784,1709.4
Banquet Facilities Marsala,,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",88.0,59.9643878,30.309264,['Петроградская'],0.26119456649755163,28,20,5,46,137,0,3.4688795203124627,404.79999999999995
Slurp Ramen Bar,,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",589.0,59.96379889999999,30.308968100000005,['Петроградская'],0.3273709153568393,16,18,5,33,131,0,3.4094649511197135,2650.5
Geografiya Vkusov,,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.0,59.9619866,30.3291192,['Горьковская'],0.8575777596673083,3,18,3,11,59,0,3.1068056400225794,12.899999999999999
K-15 Cafe,,4.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",25.0,59.9648993,30.38243529999999,['Площадь Ленина'],1.7980384129001334,0,0,5,0,13,0,4.711431634472206,100.0
Charka,,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",27.0,59.9611808,30.4515787,['Ладожская'],3.2727398923060567,2,2,0,2,6,0,7.714430107713659,118.80000000000001
"Buffet ""Trikatel""",2.0,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",64.0,59.9719861,30.298285,['Петроградская'],0.9578829915594852,32,6,4,43,32,0,4.4566849002320055,268.8
Antal'ya,,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",43.0,59.9710311,30.30639729999999,['Петроградская'],0.5812635545538231,31,16,2,42,81,0,4.225775892589954,197.79999999999998
Prosto Vkusno,,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",123.0,59.969601,30.318243,['Петроградская'],0.5165182648624466,33,10,3,44,87,0,3.9594400483366123,528.9
7 специй | Indian Street Food,,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",173.0,59.96959349999999,30.31825310000001,['Петроградская'],0.5163695263294458,33,11,3,44,87,0,3.9585582223179774,778.5
Taco Power,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",112.0,59.9695416,30.3182526,['Петроградская'],0.5124636872451136,33,11,3,44,89,0,3.952800667787079,504.0
Fika,,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",221.0,59.96872459999999,30.3171463,['Петроградская'],0.4065038047195932,37,11,3,50,91,0,3.8681756654831396,1016.5999999999999
Soso Lounge,,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.0,59.97409619999999,30.324173699999992,['Петроградская'],1.1087194993166472,30,10,8,29,48,0,4.445035198179183,14.100000000000001
Two peppers,,4.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",15.0,59.9686194,30.38907410000001,['Выборгская'],2.335526489556887,0,0,3,2,19,0,5.267356371001011,60.0
Бистро 24,,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",76.0,59.9737851,30.3911527,['Выборгская'],2.453058512490728,0,0,3,2,19,0,5.774123897651182,326.8
Beer Brothers Grill Bar,,4.4,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",50.0,59.9775125,30.4364624,['Академическая'],4.538447083038816,1,0,4,2,4,0,7.902702490533457,220.00000000000003
Banketnyy Zal Yelagin,,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",50.0,59.98596099999999,30.2684478,['Старая Деревня'],0.8257798208996276,30,0,3,26,17,0,6.5610795834051965,225.0
Vatrushka,,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",15.0,59.98345670000001,30.333111,['Лесная'],0.6361735034781124,2,0,6,3,30,0,5.509140625395234,63.0
Subway,2.0,3.9,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",271.0,59.9852036,30.34625690000001,['Лесная'],0.12452355328662115,0,2,7,8,33,0,5.811566277529736,1056.8999999999999
memorial meal,,4.9,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",32.0,59.97924820000001,30.39386590000001,['Площадь Мужества'],2.7360903870983995,4,0,3,4,13,0,6.3427324951487805,156.8
Pryg-Skok,,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",164.0,59.98736020000001,30.2281864,['Беговая'],1.449412112746615,0,2,4,0,6,0,8.000267982401924,721.6
Sloyka,,3.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",7.0,59.99006600000001,30.256798,['Старая Деревня'],0.13032406494382928,8,0,18,6,35,0,7.2819423195245125,21.7
Greenbox,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.0,59.98938210000001,30.25972729999999,['Старая Деревня'],0.25501382641679,8,0,16,6,31,0,7.132602676214076,18.0
Master Kebab,2.0,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",353.0,59.989508,30.255146000000003,['Старая Деревня'],0.031221795600756174,8,0,19,6,35,0,7.2775711828293055,1553.2
"Gastro-Bar ""Odnazhdy V Amerike""",,4.3,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",15.0,59.9953635,30.276432300000003,['Старая Деревня'],1.369556607604734,2,4,18,0,14,0,7.32343986864975,64.5
Teremok,2.0,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",10.0,59.9862066,30.3004485,['Чёрная речка'],0.07304124922932685,2,2,5,11,27,0,5.9474555696888425,42.0
euro Kebab,2.0,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",202.0,59.9870038,30.3033706,['Чёрная речка'],0.21469933257382484,2,2,6,11,29,0,5.999840789784648,828.1999999999999
Gryadka,,5.0,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",5.0,59.98687,30.32120100000001,['Чёрная речка'],1.1484089981262142,0,2,3,3,29,0,5.870978123637319,25.0
Kafe Liman,2.0,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",62.0,59.99052800000001,30.305585,['Чёрная речка'],0.6133624850400732,2,2,6,8,26,0,6.36363310260515,254.2
Pitstsa Paolo,,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",17.0,59.98969640000001,30.438813300000003,['Академическая'],3.519923345545766,0,0,0,3,3,0,8.890591526135363,73.1
Feromon Optikov (Кальянная/Lounge бар/Тайм кафе СПБ),2.0,4.6,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",59.0,60.0023551,30.2059811,['Беговая'],1.6587565630856245,0,0,3,0,25,0,10.072100778089125,271.4
Shavermaniya,1.0,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",149.0,59.9998506,30.28326659999999,['Пионерская'],0.8134319064628597,6,2,10,4,20,0,7.667649202458231,700.3000000000001
Shilling,2.0,4.1,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",133.0,60.00219499999999,30.2727,['Комендантский проспект'],1.0308471515603572,0,7,31,2,24,0,8.10835784113386,545.3
Damask Kebab,2.0,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",375.0,60.00357679999999,30.2966288,['Пионерская'],0.11186813067450224,1,3,14,1,28,0,7.884211743211656,1537.4999999999998
Zolotoye Runo,,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",99.0,60.0035894,30.28982079999999,['Пионерская'],0.4049587333301885,3,3,14,1,29,0,7.969255863522355,435.6
"Cafe ""Family Corner""",,4.2,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",77.0,60.002743,30.335433,['Площадь Мужества'],1.7724866144913998,2,0,5,2,8,0,7.661178639790079,323.40000000000003
Компьютерный клуб Tron Games Zone,,4.8,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",28.0,60.00034399999999,30.3577455,['Площадь Мужества'],0.4997330314204181,3,0,9,4,17,0,7.600284936425658,134.4
Хороший Повод Resto-Bar,,4.8,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",168.0,59.99951120000001,30.36706820000001,['Площадь Мужества'],0.030885151430561194,3,0,9,6,18,0,7.6559231196960305,806.4
Kafe Na Grazhdanskom Prospekte,,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",21.0,60.00391260000001,30.38771980000001,['Академическая'],1.0820212645401213,4,0,0,9,11,0,8.53287656004226,92.4
Shaverma Yevro Kebab,,3.8,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",76.0,60.00616820000001,30.2105441,['Беговая'],2.1216986601183736,0,0,3,0,21,0,10.235566290238086,288.8
Траттория Ponte alla Cascata,,1.8,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",5.0,60.007714,30.264574100000004,['Комендантский проспект'],0.3237025415493614,0,5,30,2,35,0,8.846912363274845,9.0
Pentkhaus Podnebesnaya,2.0,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",648.0,60.01230699999999,30.264755,['Комендантский проспект'],0.5476259239438976,0,4,18,3,26,0,9.318963331871323,2851.2000000000003
Feromon Komenda (аренда кальяна на дом / доставка табака для кальяна и углей),2.0,4.6,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",265.0,60.00659899999999,30.26461190000001,['Комендантский проспект'],0.3732629800463655,0,5,30,2,34,0,8.731244958739698,1219.0
Teremok,2.0,5.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,60.0083381,30.2976309,['Пионерская'],0.6436771622763305,1,3,13,3,27,0,8.394732157587859,5.0
Turkish Shaverma,1.0,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",77.0,60.00471699999999,30.3901968,['Академическая'],0.947644416912288,4,0,0,9,13,0,8.672175856046172,323.40000000000003
The Sushi,,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",13.0,60.0058945,30.4022317,['Академическая'],0.8474111708088994,0,0,17,2,13,0,9.092433704364161,54.6
Кальянная Smoke Office Lounge Bar,,4.6,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",66.0,60.0157214,30.294903,['Удельная'],1.1496005239238416,1,0,0,4,8,0,9.231274871019766,303.59999999999997
Kitayskaya Kukhnya,,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",154.0,60.0177495,30.3214782,['Удельная'],0.3572253238975096,2,0,9,3,20,0,9.31000324774017,631.4
Teremok,2.0,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",53.0,60.01455479999999,30.3893391,['Академическая'],0.4073899851453481,0,0,25,2,23,0,9.657999253030962,243.79999999999998
Stolovaya Izba Na Udel'noy,,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",18.0,60.02629399999999,30.3121688,['Удельная'],1.0833998498306383,0,0,2,2,3,0,10.28339280569979,81.0
Столовая G111,1.0,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",28.0,60.02977050000001,30.4161007,['Гражданский проспект'],0.5722792281051048,0,2,11,0,15,0,11.813336758381576,131.6
Shaverma Yevro Kebab,,4.8,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",9.0,60.0410802,30.22169919999999,['Комендантский проспект'],4.195060615065049,0,0,0,0,7,0,13.21734758736504,43.199999999999996
Dahab Египетская Шаверма,,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",174.0,60.0379899,30.324793900000003,['Озерки'],0.20508516532783025,2,4,19,0,26,0,11.563572422978897,783.0
Banketnyye Zaly Siluet,,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",175.0,60.04206230000001,30.3417124,['Проспект Просвещения'],1.15846047267133,2,2,11,1,23,0,12.055818311414265,770.0000000000001
